"Datum Beginn";"Datum Ende";"Wochentag";"Beginn";"Ende";"Raum";"Ereignis";"Fach";"Dozent";"Bereich";"Standort";"ID"
"21.11.2023";"21.11.2023";"Di";"08:00";"08:45";"204b";"HS KVB 2208 A 03";"Englisch";"Robert Schätti";"JWI";"Lagerstrasse 102";"959776"
"21.11.2023";"21.11.2023";"Di";"08:00";"08:45";"204a";"HS KVB 2208 A 03";"Englisch";"Robert Schätti";"JWI";"Lagerstrasse 102";"959775"
"21.11.2023";"21.11.2023";"Di";"08:50";"09:35";"204b";"HS KVB 2208 A 03";"Englisch";"Robert Schätti";"JWI";"Lagerstrasse 102";"959779"
"21.11.2023";"21.11.2023";"Di";"08:50";"09:35";"204a";"HS KVB 2208 A 03";"Englisch";"Robert Schätti";"JWI";"Lagerstrasse 102";"959778"
"21.11.2023";"21.11.2023";"Di";"13:10";"13:55";"204b";"HS KVB 2208 A 03";"Englisch";"Robert Schätti";"JWI";"Lagerstrasse 102";"959782"
"21.11.2023";"21.11.2023";"Di";"13:10";"13:55";"204a";"HS KVB 2208 A 03";"Englisch";"Robert Schätti";"JWI";"Lagerstrasse 102";"959781"
"21.11.2023";"21.11.2023";"Di";"14:00";"14:45";"204b";"HS KVB 2208 A 03";"Englisch";"Robert Schätti";"JWI";"Lagerstrasse 102";"959785"
"21.11.2023";"21.11.2023";"Di";"14:00";"14:45";"204a";"HS KVB 2208 A 03";"Englisch";"Robert Schätti";"JWI";"Lagerstrasse 102";"959784"
"23.11.2023";"23.11.2023";"Do";"08:00";"08:45";"204b";"HS KVB 2208 A 03";"Englisch";"Robert Schätti";"JWI";"Lagerstrasse 102";"959788"
"23.11.2023";"23.11.2023";"Do";"08:00";"08:45";"204a";"HS KVB 2208 A 03";"Englisch";"Robert Schätti";"JWI";"Lagerstrasse 102";"959787"
"23.11.2023";"23.11.2023";"Do";"08:50";"09:35";"204b";"HS KVB 2208 A 03";"Englisch";"Robert Schätti";"JWI";"Lagerstrasse 102";"959791"
"23.11.2023";"23.11.2023";"Do";"08:50";"09:35";"204a";"HS KVB 2208 A 03";"Englisch";"Robert Schätti";"JWI";"Lagerstrasse 102";"959790"
"22.11.2023";"22.11.2023";"Mi";"12:20";"13:05";"ZL O1.10";"HS KVB 2208 A 03";"Tabellenkalkulation";"Reto Studer";"JWI";"Lagerstrasse 45";"972960"
"22.11.2023";"22.11.2023";"Mi";"13:10";"13:55";"ZL O1.10";"HS KVB 2208 A 03";"Tabellenkalkulation";"Reto Studer";"JWI";"Lagerstrasse 45";"972961"
"20.11.2023";"20.11.2023";"Mo";"14:00";"14:45";"406";"HS KVB 2208 A 03";"Wirtschaftssprache";"Martin Ramser";"JWI";"Lagerstrasse 102";"978522"
"20.11.2023";"20.11.2023";"Mo";"15:00";"15:45";"406";"HS KVB 2208 A 03";"Wirtschaftssprache";"Martin Ramser";"JWI";"Lagerstrasse 102";"978523"
"22.11.2023";"22.11.2023";"Mi";"09:50";"10:35";"204b";"HS KVB 2208 A 03";"Recht";"Jean-Claude Langensand";"JWI";"Lagerstrasse 102";"960161"
"22.11.2023";"22.11.2023";"Mi";"09:50";"10:35";"204a";"HS KVB 2208 A 03";"Recht";"Jean-Claude Langensand";"JWI";"Lagerstrasse 102";"960160"
"22.11.2023";"22.11.2023";"Mi";"10:40";"11:25";"204b";"HS KVB 2208 A 03";"Recht";"Jean-Claude Langensand";"JWI";"Lagerstrasse 102";"960164"
"22.11.2023";"22.11.2023";"Mi";"10:40";"11:25";"204a";"HS KVB 2208 A 03";"Recht";"Jean-Claude Langensand";"JWI";"Lagerstrasse 102";"960163"
"21.11.2023";"21.11.2023";"Di";"12:20";"13:05";"204b";"HS KVB 2208 A 03";"Lerngruppe";"";"JWI";"Lagerstrasse 102";"978385"
"21.11.2023";"21.11.2023";"Di";"12:20";"13:05";"204a";"HS KVB 2208 A 03";"Lerngruppe";"";"JWI";"Lagerstrasse 102";"978349"
"21.11.2023";"21.11.2023";"Di";"15:00";"15:45";"201";"HS KVB 2208 A 03";"Informationsmanagement und Administration";"Martin Ramser";"JWI";"Lagerstrasse 102";"960258"
"21.11.2023";"21.11.2023";"Di";"15:50";"16:35";"201";"HS KVB 2208 A 03";"Informationsmanagement und Administration";"Martin Ramser";"JWI";"Lagerstrasse 102";"960260"
"17.11.2023";"17.11.2023";"Fr";"09:50";"10:35";"204b";"HS KVB 2208 A 03";"Volkswirtschaft";"Jean-Claude Langensand";"JWI";"Lagerstrasse 102";"960356"
"17.11.2023";"17.11.2023";"Fr";"09:50";"10:35";"204a";"HS KVB 2208 A 03";"Volkswirtschaft";"Jean-Claude Langensand";"JWI";"Lagerstrasse 102";"960355"
"17.11.2023";"17.11.2023";"Fr";"10:40";"11:25";"204b";"HS KVB 2208 A 03";"Volkswirtschaft";"Jean-Claude Langensand";"JWI";"Lagerstrasse 102";"960359"
"17.11.2023";"17.11.2023";"Fr";"10:40";"11:25";"204a";"HS KVB 2208 A 03";"Volkswirtschaft";"Jean-Claude Langensand";"JWI";"Lagerstrasse 102";"960358"
"24.11.2023";"24.11.2023";"Fr";"09:50";"10:35";"204b";"HS KVB 2208 A 03";"Volkswirtschaft";"Jean-Claude Langensand";"JWI";"Lagerstrasse 102";"960362"
"24.11.2023";"24.11.2023";"Fr";"09:50";"10:35";"204a";"HS KVB 2208 A 03";"Volkswirtschaft";"Jean-Claude Langensand";"JWI";"Lagerstrasse 102";"960361"
"24.11.2023";"24.11.2023";"Fr";"10:40";"11:25";"204b";"HS KVB 2208 A 03";"Volkswirtschaft";"Jean-Claude Langensand";"JWI";"Lagerstrasse 102";"960365"
"24.11.2023";"24.11.2023";"Fr";"10:40";"11:25";"204a";"HS KVB 2208 A 03";"Volkswirtschaft";"Jean-Claude Langensand";"JWI";"Lagerstrasse 102";"960364"
"21.11.2023";"21.11.2023";"Di";"09:50";"10:35";"204b";"HS KVB 2208 A 03";"Integrierte Praxisteile";"Julian Spatz";"JWI";"Lagerstrasse 102";"960483"
"21.11.2023";"21.11.2023";"Di";"09:50";"10:35";"204a";"HS KVB 2208 A 03";"Integrierte Praxisteile";"Julian Spatz";"JWI";"Lagerstrasse 102";"960482"
"21.11.2023";"21.11.2023";"Di";"10:40";"11:25";"204b";"HS KVB 2208 A 03";"Integrierte Praxisteile";"Julian Spatz";"JWI";"Lagerstrasse 102";"960486"
"21.11.2023";"21.11.2023";"Di";"10:40";"11:25";"204a";"HS KVB 2208 A 03";"Integrierte Praxisteile";"Julian Spatz";"JWI";"Lagerstrasse 102";"960485"
"20.11.2023";"20.11.2023";"Mo";"14:00";"14:45";"305";"FH GBM 2308 MD1 01";"Mathematik";"Raphael Roth";"JMA";"Lagerstrasse 102";"947999"
"20.11.2023";"20.11.2023";"Mo";"15:00";"15:45";"305";"FH GBM 2308 MD1 01";"Mathematik";"Raphael Roth";"JMA";"Lagerstrasse 102";"948001"
"21.11.2023";"21.11.2023";"Di";"08:00";"08:45";"305";"FH GBM 2308 MD1 01";"Chemie";"Yvonne Hari";"JMA";"Lagerstrasse 102";"948115"
"21.11.2023";"21.11.2023";"Di";"08:50";"09:35";"305";"FH GBM 2308 MD1 01";"Chemie";"Yvonne Hari";"JMA";"Lagerstrasse 102";"948117"
"20.11.2023";"20.11.2023";"Mo";"15:50";"16:35";"204b";"FH GBM 2308 MD2 01";"Deutsch (GMB/WDD)";"Livio Gloor";"JMA";"Lagerstrasse 102";"968403"
"20.11.2023";"20.11.2023";"Mo";"15:50";"16:35";"204a";"FH GBM 2308 MD2 01";"Deutsch (GMB/WDD)";"Livio Gloor";"JMA";"Lagerstrasse 102";"968345"
"20.11.2023";"20.11.2023";"Mo";"16:40";"17:25";"204b";"FH GBM 2308 MD2 01";"Deutsch (GMB/WDD)";"Livio Gloor";"JMA";"Lagerstrasse 102";"968404"
"20.11.2023";"20.11.2023";"Mo";"16:40";"17:25";"204a";"FH GBM 2308 MD2 01";"Deutsch (GMB/WDD)";"Livio Gloor";"JMA";"Lagerstrasse 102";"968346"
"21.11.2023";"21.11.2023";"Di";"12:20";"13:05";"307a";"FH GBM 2308 MD2 01";"Deutsch (GMB/WDD)";"Livio Gloor";"JMA";"Lagerstrasse 102";"948701"
"21.11.2023";"21.11.2023";"Di";"13:10";"13:55";"307a";"FH GBM 2308 MD2 01";"Deutsch (GMB/WDD)";"Livio Gloor";"JMA";"Lagerstrasse 102";"948703"
"20.11.2023";"20.11.2023";"Mo";"09:50";"10:35";"204b";"FH GBM 2308 MD2 01";"Mathematik (GMB/WDD)";"Raphael Roth";"JMA";"Lagerstrasse 102";"967973"
"20.11.2023";"20.11.2023";"Mo";"09:50";"10:35";"204a";"FH GBM 2308 MD2 01";"Mathematik (GMB/WDD)";"Raphael Roth";"JMA";"Lagerstrasse 102";"967877"
"20.11.2023";"20.11.2023";"Mo";"10:40";"11:25";"204b";"FH GBM 2308 MD2 01";"Mathematik (GMB/WDD)";"Raphael Roth";"JMA";"Lagerstrasse 102";"967974"
"20.11.2023";"20.11.2023";"Mo";"10:40";"11:25";"204a";"FH GBM 2308 MD2 01";"Mathematik (GMB/WDD)";"Raphael Roth";"JMA";"Lagerstrasse 102";"967878"
"20.11.2023";"20.11.2023";"Mo";"08:00";"08:45";"204b";"FH GBM 2308 MD2 01";"Chemie";"Yvonne Hari";"JMA";"Lagerstrasse 102";"968577"
"20.11.2023";"20.11.2023";"Mo";"08:00";"08:45";"204a";"FH GBM 2308 MD2 01";"Chemie";"Yvonne Hari";"JMA";"Lagerstrasse 102";"968538"
"20.11.2023";"20.11.2023";"Mo";"08:50";"09:35";"204b";"FH GBM 2308 MD2 01";"Chemie";"Yvonne Hari";"JMA";"Lagerstrasse 102";"968578"
"20.11.2023";"20.11.2023";"Mo";"08:50";"09:35";"204a";"FH GBM 2308 MD2 01";"Chemie";"Yvonne Hari";"JMA";"Lagerstrasse 102";"968539"
"21.11.2023";"21.11.2023";"Di";"08:00";"08:45";"307a";"FH GBM 2308 MD2 01";"Sozialwissenschaften";"Antonella Lang-Balestra";"JMA";"Lagerstrasse 102";"949003"
"21.11.2023";"21.11.2023";"Di";"08:50";"09:35";"307a";"FH GBM 2308 MD2 01";"Sozialwissenschaften";"Antonella Lang-Balestra";"JMA";"Lagerstrasse 102";"949005"
"21.11.2023";"21.11.2023";"Di";"09:50";"10:35";"307a";"FH GBM 2308 MD2 01";"Sozialwissenschaften";"Antonella Lang-Balestra";"JMA";"Lagerstrasse 102";"949007"
"21.11.2023";"21.11.2023";"Di";"10:40";"11:25";"307a";"FH GBM 2308 MD2 01";"Sozialwissenschaften";"Antonella Lang-Balestra";"JMA";"Lagerstrasse 102";"949009"
"20.11.2023";"20.11.2023";"Mo";"14:00";"14:45";"204b";"FH GBM 2308 MD2 01";"Wirtschaft und Recht (GMB/WDD)";"Therese Zumbrunnen";"JMA";"Lagerstrasse 102";"968491"
"20.11.2023";"20.11.2023";"Mo";"14:00";"14:45";"204a";"FH GBM 2308 MD2 01";"Wirtschaft und Recht (GMB/WDD)";"Therese Zumbrunnen";"JMA";"Lagerstrasse 102";"968440"
"20.11.2023";"20.11.2023";"Mo";"15:00";"15:45";"204b";"FH GBM 2308 MD2 01";"Wirtschaft und Recht (GMB/WDD)";"Therese Zumbrunnen";"JMA";"Lagerstrasse 102";"968492"
"20.11.2023";"20.11.2023";"Mo";"15:00";"15:45";"204a";"FH GBM 2308 MD2 01";"Wirtschaft und Recht (GMB/WDD)";"Therese Zumbrunnen";"JMA";"Lagerstrasse 102";"968441"
"21.11.2023";"21.11.2023";"Di";"14:00";"14:45";"307a";"FH GBM 2308 MD2 01";"Französisch (GMB/WDD)";"Tatiana Roesser";"JMA";"Lagerstrasse 102";"949215"
"21.11.2023";"21.11.2023";"Di";"15:00";"15:45";"307a";"FH GBM 2308 MD2 01";"Französisch (GMB/WDD)";"Tatiana Roesser";"JMA";"Lagerstrasse 102";"949217"
"20.11.2023";"20.11.2023";"Mo";"12:20";"13:05";"204b";"FH GBM 2308 MD2 01";"Geschichte und Politik (GMB/WDD)";"Andrea Scherer";"JMA";"Lagerstrasse 102";"968097"
"20.11.2023";"20.11.2023";"Mo";"12:20";"13:05";"204a";"FH GBM 2308 MD2 01";"Geschichte und Politik (GMB/WDD)";"Andrea Scherer";"JMA";"Lagerstrasse 102";"968036"
"20.11.2023";"20.11.2023";"Mo";"13:10";"13:55";"204b";"FH GBM 2308 MD2 01";"Geschichte und Politik (GMB/WDD)";"Andrea Scherer";"JMA";"Lagerstrasse 102";"968098"
"20.11.2023";"20.11.2023";"Mo";"13:10";"13:55";"204a";"FH GBM 2308 MD2 01";"Geschichte und Politik (GMB/WDD)";"Andrea Scherer";"JMA";"Lagerstrasse 102";"968037"
"21.11.2023";"21.11.2023";"Di";"14:00";"14:45";"ZL O3.05";"FH TBM 2308 MD1 01";"Deutsch";"Kai Kunz";"JMA";"Lagerstrasse 45";"949365"
"21.11.2023";"21.11.2023";"Di";"15:00";"15:45";"ZL O3.05";"FH TBM 2308 MD1 01";"Deutsch";"Kai Kunz";"JMA";"Lagerstrasse 45";"949367"
"21.11.2023";"21.11.2023";"Di";"08:00";"08:45";"ZL O3.05";"FH TBM 2308 MD1 01";"Mathematik";"André Gerber";"JMA";"Lagerstrasse 45";"949475"
"21.11.2023";"21.11.2023";"Di";"08:50";"09:35";"ZL O3.05";"FH TBM 2308 MD1 01";"Mathematik";"André Gerber";"JMA";"Lagerstrasse 45";"949477"
"21.11.2023";"21.11.2023";"Di";"12:20";"13:05";"ZL O3.05";"FH TBM 2308 MD1 01";"Französisch";"Tatiana Roesser";"JMA";"Lagerstrasse 45";"949655"
"21.11.2023";"21.11.2023";"Di";"13:10";"13:55";"ZL O3.05";"FH TBM 2308 MD1 01";"Französisch";"Tatiana Roesser";"JMA";"Lagerstrasse 45";"949657"
"20.11.2023";"20.11.2023";"Mo";"12:20";"13:05";"ZL O3.05";"FH TBM 2308 MD1 01";"Physik";"Raphael Roth";"JMA";"Lagerstrasse 45";"949735"
"20.11.2023";"20.11.2023";"Mo";"13:10";"13:55";"ZL O3.05";"FH TBM 2308 MD1 01";"Physik";"Raphael Roth";"JMA";"Lagerstrasse 45";"949737"
"21.11.2023";"21.11.2023";"Di";"09:50";"10:35";"305";"FH TBM 2308 MD1 01";"Chemie";"Yvonne Hari";"JMA";"Lagerstrasse 102";"975347"
"21.11.2023";"21.11.2023";"Di";"10:40";"11:25";"305";"FH TBM 2308 MD1 01";"Chemie";"Yvonne Hari";"JMA";"Lagerstrasse 102";"975348"
"20.11.2023";"20.11.2023";"Mo";"08:00";"08:45";"ZL O3.05";"FH TBM 2308 MD1 01";"Englisch";"Susanne Tanner";"JMA";"Lagerstrasse 45";"949855"
"20.11.2023";"20.11.2023";"Mo";"08:50";"09:35";"ZL O3.05";"FH TBM 2308 MD1 01";"Englisch";"Susanne Tanner";"JMA";"Lagerstrasse 45";"949857"
"20.11.2023";"20.11.2023";"Mo";"14:00";"14:45";"ZL O3.05";"FH TBM 2308 MD1 01";"Geschichte und Politik";"Andrea Scherer";"JMA";"Lagerstrasse 45";"949919"
"20.11.2023";"20.11.2023";"Mo";"15:00";"15:45";"ZL O3.05";"FH TBM 2308 MD1 01";"Geschichte und Politik";"Andrea Scherer";"JMA";"Lagerstrasse 45";"949921"
"20.11.2023";"20.11.2023";"Mo";"09:50";"10:35";"ZL O3.05";"FH TBM 2308 MD1 01";"Wirtschaft und Recht";"Jean-Claude Langensand";"JMA";"Lagerstrasse 45";"949971"
"20.11.2023";"20.11.2023";"Mo";"10:40";"11:25";"ZL O3.05";"FH TBM 2308 MD1 01";"Wirtschaft und Recht";"Jean-Claude Langensand";"JMA";"Lagerstrasse 45";"949973"
"18.11.2023";"18.11.2023";"Sa";"12:20";"13:05";"205a";"FH WDD 2308 FS 01";"Mathematik";"Christoph Kündig";"JMA";"Lagerstrasse 102";"950261"
"18.11.2023";"18.11.2023";"Sa";"12:20";"13:05";"205b";"FH WDD 2308 FS 01";"Mathematik";"Christoph Kündig";"JMA";"Lagerstrasse 102";"950262"
"18.11.2023";"18.11.2023";"Sa";"13:10";"13:55";"205a";"FH WDD 2308 FS 01";"Mathematik";"Christoph Kündig";"JMA";"Lagerstrasse 102";"950264"
"18.11.2023";"18.11.2023";"Sa";"13:10";"13:55";"205b";"FH WDD 2308 FS 01";"Mathematik";"Christoph Kündig";"JMA";"Lagerstrasse 102";"950265"
"18.11.2023";"18.11.2023";"Sa";"14:00";"14:45";"205a";"FH WDD 2308 FS 01";"Wirtschaft und Recht (Schwerpunktfach)";"Silvan Hinterberger";"JMA";"Lagerstrasse 102";"950584"
"18.11.2023";"18.11.2023";"Sa";"14:00";"14:45";"205b";"FH WDD 2308 FS 01";"Wirtschaft und Recht (Schwerpunktfach)";"Silvan Hinterberger";"JMA";"Lagerstrasse 102";"950585"
"18.11.2023";"18.11.2023";"Sa";"15:00";"15:45";"205a";"FH WDD 2308 FS 01";"Wirtschaft und Recht (Schwerpunktfach)";"Silvan Hinterberger";"JMA";"Lagerstrasse 102";"950587"
"18.11.2023";"18.11.2023";"Sa";"15:00";"15:45";"205b";"FH WDD 2308 FS 01";"Wirtschaft und Recht (Schwerpunktfach)";"Silvan Hinterberger";"JMA";"Lagerstrasse 102";"950588"
"17.11.2023";"17.11.2023";"Fr";"12:20";"13:05";"ZL O3.08";"FH WDD 2308 FS 01";"Finanz- und Rechnungswesen";"Therese Zumbrunnen";"JMA";"Lagerstrasse 45";"950732"
"17.11.2023";"17.11.2023";"Fr";"13:10";"13:55";"ZL O3.08";"FH WDD 2308 FS 01";"Finanz- und Rechnungswesen";"Therese Zumbrunnen";"JMA";"Lagerstrasse 45";"950734"
"17.11.2023";"17.11.2023";"Fr";"14:00";"14:45";"ZL O3.08";"FH WDD 2308 FS 01";"Finanz- und Rechnungswesen";"Therese Zumbrunnen";"JMA";"Lagerstrasse 45";"950736"
"17.11.2023";"17.11.2023";"Fr";"15:00";"15:45";"ZL O3.08";"FH WDD 2308 FS 01";"Finanz- und Rechnungswesen";"Therese Zumbrunnen";"JMA";"Lagerstrasse 45";"950738"
"24.11.2023";"24.11.2023";"Fr";"12:20";"13:05";"ZL O3.08";"FH WDD 2308 FS 01";"Finanz- und Rechnungswesen";"Therese Zumbrunnen";"JMA";"Lagerstrasse 45";"950740"
"24.11.2023";"24.11.2023";"Fr";"13:10";"13:55";"ZL O3.08";"FH WDD 2308 FS 01";"Finanz- und Rechnungswesen";"Therese Zumbrunnen";"JMA";"Lagerstrasse 45";"950742"
"24.11.2023";"24.11.2023";"Fr";"14:00";"14:45";"ZL O3.08";"FH WDD 2308 FS 01";"Finanz- und Rechnungswesen";"Therese Zumbrunnen";"JMA";"Lagerstrasse 45";"950744"
"24.11.2023";"24.11.2023";"Fr";"15:00";"15:45";"ZL O3.08";"FH WDD 2308 FS 01";"Finanz- und Rechnungswesen";"Therese Zumbrunnen";"JMA";"Lagerstrasse 45";"950746"
"20.11.2023";"20.11.2023";"Mo";"14:00";"14:45";"ZL O3.08";"FH WDD 2308 MD1 01";"Mathematik";"André Gerber";"JMA";"Lagerstrasse 45";"950883"
"20.11.2023";"20.11.2023";"Mo";"15:00";"15:45";"ZL O3.08";"FH WDD 2308 MD1 01";"Mathematik";"André Gerber";"JMA";"Lagerstrasse 45";"950885"
"21.11.2023";"21.11.2023";"Di";"09:50";"10:35";"307b";"FH WDD 2308 MD1 01";"Mathematik";"André Gerber";"JMA";"Lagerstrasse 102";"950887"
"21.11.2023";"21.11.2023";"Di";"10:40";"11:25";"307b";"FH WDD 2308 MD1 01";"Mathematik";"André Gerber";"JMA";"Lagerstrasse 102";"950889"
"22.11.2023";"22.11.2023";"Mi";"18:20";"19:05";"Online";"FH WDD 2308 MD1 01";"Mathematik";"André Gerber";"JMA";"";"950891"
"22.11.2023";"22.11.2023";"Mi";"19:10";"19:55";"Online";"FH WDD 2308 MD1 01";"Mathematik";"André Gerber";"JMA";"";"950893"
"21.11.2023";"21.11.2023";"Di";"14:00";"14:45";"307b";"FH WDD 2308 MD1 01";"Wirtschaft und Recht (Schwerpunktfach)";"Therese Zumbrunnen";"JMA";"Lagerstrasse 102";"951484"
"21.11.2023";"21.11.2023";"Di";"15:00";"15:45";"307b";"FH WDD 2308 MD1 01";"Wirtschaft und Recht (Schwerpunktfach)";"Therese Zumbrunnen";"JMA";"Lagerstrasse 102";"951486"
"21.11.2023";"21.11.2023";"Di";"08:00";"08:45";"306";"FH WDD 2308 MD2 01";"Finanz- und Rechnungswesen";"Therese Zumbrunnen";"JMA";"Lagerstrasse 102";"951580"
"21.11.2023";"21.11.2023";"Di";"08:50";"09:35";"306";"FH WDD 2308 MD2 01";"Finanz- und Rechnungswesen";"Therese Zumbrunnen";"JMA";"Lagerstrasse 102";"951582"
"21.11.2023";"21.11.2023";"Di";"09:50";"10:35";"306";"FH WDD 2308 MD2 01";"Wirtschaft und Recht (Schwerpunktfach)";"Therese Zumbrunnen";"JMA";"Lagerstrasse 102";"951672"
"21.11.2023";"21.11.2023";"Di";"10:40";"11:25";"306";"FH WDD 2308 MD2 01";"Wirtschaft und Recht (Schwerpunktfach)";"Therese Zumbrunnen";"JMA";"Lagerstrasse 102";"951674"
"21.11.2023";"21.11.2023";"Di";"15:50";"17:25";"306";"FH WDD 2308 MD2 01";"Wirtschaft und Recht (Schwerpunktfach)";"Therese Zumbrunnen";"JMA";"Lagerstrasse 102";"980138"
"21.11.2023";"21.11.2023";"Di";"09:50";"10:35";"405a";"GY PAS 2308 A 01";"Biologie ";"Alexander Fuchs";"JMA";"Lagerstrasse 102";"943060"
"21.11.2023";"21.11.2023";"Di";"10:40";"11:25";"405a";"GY PAS 2308 A 01";"Biologie ";"Alexander Fuchs";"JMA";"Lagerstrasse 102";"943062"
"21.11.2023";"21.11.2023";"Di";"14:00";"14:45";"405a";"GY PAS 2308 A 01";"Physik";"Serdar Arslan";"JMA";"Lagerstrasse 102";"943140"
"21.11.2023";"21.11.2023";"Di";"15:00";"15:45";"405a";"GY PAS 2308 A 01";"Physik";"Serdar Arslan";"JMA";"Lagerstrasse 102";"943142"
"23.11.2023";"23.11.2023";"Do";"08:00";"08:45";"405a";"GY PAS 2308 A 01";"Deutsch";"Roland Stüben";"JMA";"Lagerstrasse 102";"943220"
"23.11.2023";"23.11.2023";"Do";"08:50";"09:35";"405a";"GY PAS 2308 A 01";"Deutsch";"Roland Stüben";"JMA";"Lagerstrasse 102";"943222"
"17.11.2023";"17.11.2023";"Fr";"12:20";"13:05";"405a";"GY PAS 2308 A 01";"Mathematik";"Torsten Moltrecht";"JMA";"Lagerstrasse 102";"943336"
"17.11.2023";"17.11.2023";"Fr";"13:10";"13:55";"405a";"GY PAS 2308 A 01";"Mathematik";"Torsten Moltrecht";"JMA";"Lagerstrasse 102";"943338"
"17.11.2023";"17.11.2023";"Fr";"14:00";"14:45";"405a";"GY PAS 2308 A 01";"Mathematik";"Torsten Moltrecht";"JMA";"Lagerstrasse 102";"943340"
"17.11.2023";"17.11.2023";"Fr";"15:00";"15:45";"405a";"GY PAS 2308 A 01";"Mathematik";"Torsten Moltrecht";"JMA";"Lagerstrasse 102";"943342"
"24.11.2023";"24.11.2023";"Fr";"12:20";"13:05";"405a";"GY PAS 2308 A 01";"Mathematik";"Torsten Moltrecht";"JMA";"Lagerstrasse 102";"943344"
"24.11.2023";"24.11.2023";"Fr";"13:10";"13:55";"405a";"GY PAS 2308 A 01";"Mathematik";"Torsten Moltrecht";"JMA";"Lagerstrasse 102";"943346"
"24.11.2023";"24.11.2023";"Fr";"14:00";"14:45";"405a";"GY PAS 2308 A 01";"Mathematik";"Torsten Moltrecht";"JMA";"Lagerstrasse 102";"943348"
"24.11.2023";"24.11.2023";"Fr";"15:00";"15:45";"405a";"GY PAS 2308 A 01";"Mathematik";"Torsten Moltrecht";"JMA";"Lagerstrasse 102";"943350"
"23.11.2023";"23.11.2023";"Do";"12:20";"13:05";"405a";"GY PAS 2308 A 01";"Lerngruppe";"Lehrer Vakant";"JMA";"Lagerstrasse 102";"943460"
"23.11.2023";"23.11.2023";"Do";"13:10";"13:55";"405a";"GY PAS 2308 A 01";"Lerngruppe";"Lehrer Vakant";"JMA";"Lagerstrasse 102";"943462"
"20.11.2023";"20.11.2023";"Mo";"08:00";"08:45";"405b";"VS SEK 2308 A 01";"Deutsch";"Thomas Kaiser";"JMA";"Lagerstrasse 102";"943704"
"20.11.2023";"20.11.2023";"Mo";"08:50";"09:35";"405b";"VS SEK 2308 A 01";"Deutsch";"Thomas Kaiser";"JMA";"Lagerstrasse 102";"943706"
"21.11.2023";"21.11.2023";"Di";"09:50";"10:35";"405b";"VS SEK 2308 A 01";"Deutsch";"Thomas Kaiser";"JMA";"Lagerstrasse 102";"943708"
"21.11.2023";"21.11.2023";"Di";"10:40";"11:25";"405b";"VS SEK 2308 A 01";"Deutsch";"Thomas Kaiser";"JMA";"Lagerstrasse 102";"943710"
"23.11.2023";"23.11.2023";"Do";"08:00";"08:45";"405b";"VS SEK 2308 A 01";"Deutsch";"Thomas Kaiser";"JMA";"Lagerstrasse 102";"943712"
"23.11.2023";"23.11.2023";"Do";"08:50";"09:35";"405b";"VS SEK 2308 A 01";"Deutsch";"Thomas Kaiser";"JMA";"Lagerstrasse 102";"943714"
"22.11.2023";"22.11.2023";"Mi";"09:50";"10:35";"405b";"VS SEK 2308 A 01";"Räume, Zeiten, Gesellschaften";"Andrea Scherer";"JMA";"Lagerstrasse 102";"943856"
"22.11.2023";"22.11.2023";"Mi";"10:40";"11:25";"405b";"VS SEK 2308 A 01";"Räume, Zeiten, Gesellschaften";"Andrea Scherer";"JMA";"Lagerstrasse 102";"943858"
"21.11.2023";"21.11.2023";"Di";"12:20";"13:05";"405b";"VS SEK 2308 A 01";"Französisch";"Sarah Roussel";"JMA";"Lagerstrasse 102";"943980"
"21.11.2023";"21.11.2023";"Di";"13:10";"13:55";"405b";"VS SEK 2308 A 01";"Französisch";"Sarah Roussel";"JMA";"Lagerstrasse 102";"943982"
"23.11.2023";"23.11.2023";"Do";"09:50";"10:35";"405b";"VS SEK 2308 A 01";"Französisch";"Sarah Roussel";"JMA";"Lagerstrasse 102";"943984"
"23.11.2023";"23.11.2023";"Do";"10:40";"11:25";"405b";"VS SEK 2308 A 01";"Französisch";"Sarah Roussel";"JMA";"Lagerstrasse 102";"943986"
"23.11.2023";"23.11.2023";"Do";"12:20";"13:05";"405b";"VS SEK 2308 A 01";"Englisch";"Sarah Roussel";"JMA";"Lagerstrasse 102";"944096"
"23.11.2023";"23.11.2023";"Do";"13:10";"13:55";"405b";"VS SEK 2308 A 01";"Englisch";"Sarah Roussel";"JMA";"Lagerstrasse 102";"944098"
"20.11.2023";"20.11.2023";"Mo";"14:00";"14:45";"405b";"VS SEK 2308 A 01";"Mathematik";"Hansruedi Nietlisbach";"JMA";"Lagerstrasse 102";"944260"
"20.11.2023";"20.11.2023";"Mo";"15:00";"15:45";"405b";"VS SEK 2308 A 01";"Mathematik";"Hansruedi Nietlisbach";"JMA";"Lagerstrasse 102";"944262"
"21.11.2023";"21.11.2023";"Di";"08:00";"08:45";"405b";"VS SEK 2308 A 01";"Mathematik";"Hansruedi Nietlisbach";"JMA";"Lagerstrasse 102";"944264"
"21.11.2023";"21.11.2023";"Di";"08:50";"09:35";"405b";"VS SEK 2308 A 01";"Mathematik";"Hansruedi Nietlisbach";"JMA";"Lagerstrasse 102";"944266"
"22.11.2023";"22.11.2023";"Mi";"08:00";"08:45";"405b";"VS SEK 2308 A 01";"Mathematik";"Hansruedi Nietlisbach";"JMA";"Lagerstrasse 102";"944268"
